80419,FP,TRANSFIGURATION CHURCH,718-782-8181,263 & 280 MARCY AVENUE,BK,11211,"TUE, WED",9AM-12PM
85506,FP,TREASURES IN EARTHEN JARS FOOD PANTRY,718-308-9147,4124 AVENUE H,BK,11210,SAT,1-3PM
80421,FP,TRINITY HUMAN SERVICE CORPORATION,(718) 388-3176,153 A JOHNSON AVENUE,BK,11206,TUE-FRI,9AM-12PM&1-4PM
82195,FP,TRUE HOLY CHURCH OF GOD IN CHRIST JESUS,(718) 385-0248,2364 ATLANTIC AVENUE,BK,11233,SAT,10AM-12PM
85139,SK,UNITED COMMUNITY BAPTIST CHURCH,718-467-7708,545 UTICA AVENUE,BK,11203,SAT,10AM-12PM
83449,FP,URBAN STRATEGIES INC,(718) 346-2539,61-71 RIVERDALE AVENUE,BK,11212,TUE,8-10AM
85743,FP,VINEGAR HILL FOOD PANTRY,908-403-5755,228 YORK STREET,BK,11201,"TUE (2,4)",12-1PM
85661,FP,WE CREATE COMMUNITY FOOD PANTRY,347-409-5414,8501 NEW UTRECHT AVENUE,BK,11214,THUR,10:30-11:30AM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
85549,FP,WORLD FOR CHRIST FOOD SERVICES,347-249-8928,1091 CLARKSON AVENUE,BK,11212,"SAT(2,4)",10AM-12PM
83820,FP,YMCA COMMUNITY MARKET-NORTH BROOKLYN YMCA,212-912-2230,570 JAMAICA AVENUE,BK,11208,"TUE(1,3)",12-5PM
81699,FPK,ZICHRON ACHEINU LEVY-MENACHEM TZION,347-742-0552,4518 11TH AVENUE,BK,11219,WED,10-11AM
81061,FP,"ABRAHAM HOUSE, INC",718-292-9321,340 WILLIS AVENUE,BX,10454,SAT,9-11AM
85455,FP,ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,347-350-4698,3101 EASTCHESTER ROAD,BX,10469,SAT,9-11AM
85729,FP,ADMIRABLE CHRIST MINISTRIES FOOD PANTRY,570-856-7065,2361 MACLAY AVENUE,BX,10462,SAT,2-3PM
85545,FP,ASH-SHIFAA INC FP,646-353-0859,2269 CROTONA AVENUE,BX,10457,M-THUR/FRI,1-5PM/2-5PM
80085,FP,BLACK FORUM OF CO-OP CITY,(718) 320-8035,920 BAYCHESTER AVE (REAR LOBBY LEVEL),BX,10475,"THUR,FRI",11AM-12:45PM
81597,FPHA,BOOM! HEALTH,718-295-5960,3144 3RD AVENUE,BX,10451,"MON,WED,THUR",11AM-12:30PM
85317,FP,BREAD OF LIFE FOOD PANTRY,347-235-3723,1104 ELDER AVENUE #15,BX,10472,SAT,1:30 - 4:30PM
85109,FP,BRONX BETHANY COMMUNITY CORPORATION,718-697-9672,971 EAST 227TH STREET,BX,10466,"WED(1,2,3,4)/TH(1,2,3,4)",9-11AM/3-6PM
80026,FP,BRONX SEVENTH DAY ADVENTIST CHURCH,646-353-8926,1695 WASHINGTON AVENUE,BX,10457,THUR,2-5PM
80029,FP,BRONX TEMPLE SEVENTH DAY ADVENTIST CHURCH,718-842-4504,495 WILLIS AVENUE,BX,10455,"M,W,THUR",11:30AM-2:30PM
85786,FP,CALVARY UNITED METHODIST CHURCH FOOD PANTRY,718-299-4732,1885 UNIVERSITY AVENUE,BX,10453,FRI,11AM-1PM
85818,FP,CARING SHEPERD SUPPLIES MINISTRIES INC,917-743-0780,4056 BARNES AVENUE,BX,10456,"THUR (1, LAST)",4-6PM
82750,FP,CCCS BRONX FOOD PANTRY,718-292-9090,402 EAST 152ND STREET,BX,10455,"WED/THUR,FRI",4-6PM/10AM-12PM
85795,FP,CHAPEL OF THE GREAT RESTORER FOOD PANTRY,718-673-8139,1121 LONGWOOD AVENUE,BX,10474,SAT (2ND),12-2PM
85225,FP,CHRIST DISCIPLES INTERNATIONAL MINISTRIES,917-999-8459,3021-31 WEBSTER AVENUE,BX,10467,"MON,WED/SAT",10AM-3PM/9:30AM-12:30PM
85703,FP,CHURCH OF GOD OF BRONXWOOD AVENUE,718-652-0337,3232 LURTING AVENUE,BX,10469,WED/SAT,10AM-2PM
85823,FP,CHURCH OF GOD OF WOODYCREST AVENUE,718-992-4087,923 WOODYCREST AVENUE,BX,10452,"SAT(2,4)",10AM-1PM
80175,FP,CHURCH OF ST. NICHOLAS OF TOLENTINE,718-295-6800,2345 UNIVERSITY AVE (BASEMENT FORDHAM RD ENT.),BX,10468,TUE,9-11AM
85482,FP,CHURCH OF THE ATONEMENT FOOD PANTRY,718-828-6078,1344 BEACH AVENUE,BX,10472,"SAT (2,4)",10AM-12PM
85353,FPM,CITY HARVEST - MELROSE MOBILE MARKET,646-412-0740,286 EAST 156TH STREET,BX,10451,"WED(4),SAT(2)",9:30-11:30AM
85355,FPM,CITY HARVEST - ST. MARY'S MOBILE MARKET,646-412-0740,595 TRINITY AVENUE,BX,10455,"TUE(4),SAT(2)",9:30-11:30AM
85307,FP,COOP CITY SDA CHURCH FOOD PANTRY,718-320-0518,1010 BAYCHESTER AVENUE,BX,10475,WED,5:30-7PM
81347,SK,"CRESTON AVENUE BAPTIST CHURCH OF CHRIST, INC",(718) 367-1754,114 EAST 188TH STREET,BX,10468,SAT,12-2PM
81348,FP,"CRESTON AVENUE BAPTIST CHURCH, INC",(718) 367-1754,114 EAST 188TH STREET,BX,10468,"MON,WED,FRI",12-2PM
87062,FP,DAVIDSON COMMUNITY CENTER INC,718-731-6360,2038 DAVIDSON AVENUE,BX,10453,FRI,5-8PM
85765,FP,"DISCIPLES OF GALILEE, INC",347-293-6166,725 CASTLE HILL AVENUE,BX,10473,WED/FRI,3-4PM/1-:2:30PM
85805,FP,EASTCHESTER PRESBYTERIAN CHURCH,718-920-0679,3154 FISH AVENUE,BX,10469,SAT (3RD),10-11AM
81315,SK,EASTCHESTER PRESBYTERIAN CHURCH,(718) 798-1855,3154 FISH AVENUE,BX,10469,THUR,5-6PM
85003,FP,EMANUEL PENTECOSTAL FAITH CHURCH,718-842-4092,1310 ELDER AVE,BX,10472,WED,12-2PM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
81145,FP,FELLOWSHIP COVENANT CHURCH,718-829-2116,720 CASTLE HILL AVENUE,BX,10473,WED,9-11:30AM
85796,FP,FOOD AND NUTRITION SERVICES PROGRAM,347-974-7397,1802 CROTONA AVENUE,BX,10467,WED,10AM-4PM
80065,FP,GETHSEMANE BAPTIST CHURCH,347-948-0772,771 FAIRMOUNT PLACE,BX,10460,THUR,8-10AM
85560,FP,GIVE BY GRACE WHAT BY GRACE YOU HAVE RECEIVED INC,718-710-9339,936 EAST 165TH STREET,BX,10459,FRI,12-1:30PM
82096,FP,GIVE THEM TO EAT,646-522-2635,800 EAST 156TH STREET,BX,10455,FRI,11AM-2PM
85533,FP,GOOD NEIGHBOR COMMUNITY OUTREACH AGENCY INC,718-652-3288,3356 SEYMOUR AVENUE,BX,10469,WED/FRI,12-2PM/7-9PM
85699,FP,GRACE & PEACE FOOD BANK,718-924-8839,525 COMPTON AVENUE,BX,10473,"SAT (1,3)",9AM-12PM
81436,SK,GRACE EPISCOPAL CHURCH,(718) 542-1946,1909 VYSE AVENUE,BX,10460,SAT,12-1:30PM
81113,FP,GRAND CONCOURSE SEVENTH DAY ADVENTIST CHURCH,718-681-2232,1275 GRAND CONCOURSE,BX,10452,WED(CLOSED 5TH WED),1:30-4PM
85803,FP,GURU SEVA HIDU MILAN MANDIR CULTURAL GROUP,347-951-5669,3201 BRUCKNER BLVD,BX,10461,SAT,11AM-3PM
84228,FP,HEAVENLY VISION CHRISTIAN CENTER,(718) 220-8124,2868 JEROME AVE,BX,10468,TUE,9-10:30AM
85719,FPH,ICNA RELIEF BURKE AVENUE BRONX PANTRY,214-463-3227,1277-D BURKE AVENUE,BX,10469,SAT,9-11AM
85285,FP,INSPIRATIONAL GOSPEL ASSEMBLY,347-758-6447,1211 BROOK AVENUE,BX,10456,SAT,11AM-1PM
85505,FP,JAMAICA BENEVOLENT ARM & CULTURAL CENTER,646-907-9858,2230 LIGHT STREET,BX,10466,SAT,10AM-12PM
85736,FP,"JESUS RECONCILIATION MINISTRIES, INC",718-844-8704,4051 BARNES AVENUE,BX,10466,"SAT (2,4)",12-2PM
80086,FPK,JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY,(718) 792-4744,2157 HOLLAND AVE,BX,10462,THUR,11AM-3PM
85599,FPK,KINGSBRIDGE CENTER FOR ISRAEL,718-548-2727,5905 RIVERDALE AVENUE,BX,10471,WED/SUN,7-9PM/9AM-12PM
85748,FP,LOVE WINS NYC at PSS,718-588-3004,1181 NELSON AVENUE - 2ND FL,BX,10452,FRI (2),12-1PM
83465,SK,LOYAL BAPTIST CHURCH,(718) 328-3512,881 EAST 167TH STREET,BX,10459,THUR,11AM-3PM
85600,FP,LT WORKS FOOD PANTRY,347-810-1201,2347 LAFAYETTE AVENUE,BX,10473,THUR,10:30AM-12:30PM
84319,FP,"MANNA OF LIFE MINISTRIES, INC",347-577-5788,1101 BOSTON ROAD,BX,10456,"WED,THUR",8-11AM
84177,SK,"MANNA OF LIFE MINISTRIES, INC",347-577-5788,1101 BOSTON ROAD,BX,10456,SAT,9AM-1PM
84086,FPHA,MOMENTUM PROJECT @ CHURCH OF THE GOD OF PROPHECY,718-292-7718,85 EAST 165TH STREET,BX,10452,TUE,11AM-1PM
85785,FP,MORNING STAR FULL GOSPEL ASSEMBLY,718-294-6020,464 TREMONT AVENUE,BX,10457,WED,4-6PM
84953,FP,MORRISANIA REVITALIZATION CORP INC,718-589-7858,576B EAST 165TH STREET,BX,10456,"MON,WED,FRI",9AM-1PM
87090,FP,MOSAIC BEACON COMMUNITY CENTER,917-962-9955,1257 OGDEN AVENUE,BX,10452,FRI,3-5PM
85499,FP,MOSHOLU MONTEFIORE COMMUNITY CENTER FP,718-882-4000,3450 DEKALB AVENUE,BX,10467,"WED (2,3,4)",10AM-12PM
85713,FPH,MUNA SOCIAL SERVICE BAITUL ISLAM MASJID,212-920-6202,2107 DAVIDSON AVENUE,BX,10453,"THUR (2,4)",2-3PM
85709,FPH,MUNA SOCIAL SERVICE PARKCHESTER ISLAMIC CENTER,212-920-6202,1375 VIRGINIA AVENUE,BX,10462,"THUR(2,4)",4-5PM
85788,FP,NEW COVENANT COMMUNITY CORP FP (NCCDC ELG PANTRY),718-328-6072,1240 EDWARD L. GRANT HIGHWAY,BX,10452,MON,11AM - 1PM
84268,FP,NEW COVENANT COMMUNITY DEVELOPMENT CORP,718-328-6072,1175 BOSTON ROAD,BX,10456,TUE/THUR,2-4PM/10AM-1PM
85387,FP,NEW YORK COMMON PANTRY - BRONX,917-423-2701,1290 HOE AVENUE,BX,10459,THUR-SAT,10AM-2:30PM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
82781,FP,NORTH BRONX SEVENTH DAY ADVENTIST CHURCH,718-882-4907,3743 BRONXWOOD AVENUE,BX,10469,FRI,9AM-12PM
85565,FP,PARKCHESTER BAPTIST CHURCH,718-823-8124,2021 BENEDICT AVENUE,BX,10462,"TUE (2,4)",11AM-12PM
83550,FP,PART OF THE SOLUTION,(718) 220-4892,2759 WEBSTER AVENUE,BX,10458,MON-SAT,8:30-11AM
80121,SK,PART OF THE SOLUTION (P.O.T.S.),(718) 220-4892,2759 WEBSTER AVENUE,BX,10458,MON-FRI,12:30-3:30PM
85186,SK,PATHHSEO INC,917-471-9188,1357 SOUTHERN BLVD,BX,10459,SAT,12-2PM
85300,FP,"POWER PRAISE AND DELIVERANCE, INC",347-409-0288,120 EAST 184TH STREET,BX,10468,FRI,12-4PM
85472,FP,PRODIGAL CENTER,718-644-8523,709 TIFFANY STREET,BX,10474,TUE,11AM-2PM
85294,FP,REDEEMED CHRISTIAN CHURCH OF GOD,718-293-8996,1001-1005 MORRIS AVENUE,BX,10456,TUE,2-6PM
82716,FP,RESURRECTION AND LIFE PENTECOSTAL CHURCH,929-472-4201,870 EAST 163RD STREET,BX,10459,TUE/SAT,12-2PM/10AM-12PM
85718,FP,REVELACION DIVINA FOOD PANTRY,NONE PROVIDED,240 EAST 175TH STREET,BX,10457,MON,5-7PM
85792,FP,ROMAN CATHOLIC CHURCH OF ST. HELENA,718-892-3232,1315 OLMSTEAD AVENUE,BX,10462,WED,12-2PM
83382,FP,SHOUT FOR JOY BAPTIST CHURCH INC,347-400-0409,456 WHITE PLAINS ROAD,BX,10473,SAT,8-9:30AM
82210,FP,SPANISH SEVENTH DAY ADVENTIST CHURCH FOOD PANTRY,845-729-8804,1038 PROSPECT AVENUE,BX,10459,THUR,10AM-1PM
82315,FP,SPANISH SOUNDVIEW SEVENTH DAY ADVENTIST CHURCH,718-842-7373,1822 LACOMBE AVENUE,BX,10473,WED,8AM-12:30PM
80149,FP,ST. ANN'S CHURCH OF MORRISANIA,(718) 585-5632,295 ST. ANN'S AVENUE,BX,10454,WED,10AM-1PM & 5-6PM
80150,SK,ST. ANN'S CHURCH OF MORRISANIA,(718) 585-5632,295 ST. ANN'S AVENUE,BX,10454,SUN,11AM-1PM
84034,SK,ST. ANN'S CORNER OF HARM REDUCTION,718-585-5544,886 WESTCHESTER AVENUE,BX,10459,M-F,9AM-11PM
81511,SK,ST. ANTHONY'S CHURCH,(718) 931-4040,1750 MANSION STREET,BX,10460,SAT,7AM-1PM
85480,FP,ST. BRENDAN & ST. ANN PARISH,718-547-6655,268 EAST 207TH STREET,BX,10467,SAT,7:30-9AM
81316,FP,ST. EDMUNDS YOUTH PROGRAM INC,(718) 466-9370,1905 MORRIS AVENUE,BX,10453,THUR,12-2PM
85737,FP,ST. JAMES PLACE,718-367-0655,2500 JEROME AVENUE,BX,10468,"SAT (2,LAST)",9:30-10:30AM
82756,FP,ST. JEROME H.A.N.D.S. COMMUNITY CENTER,718-402-7866,330 EAST 138TH STREET,BX,10454,WED,10AM-1PM
80159,FP,ST. LUKES FOOD PANTRY,(718) 665-6677,623 EAST 138TH STREET,BX,10454,FRI,10AM-1PM
80161,SK,ST. LUKE'S SENIOR COMMUNITY PROGRAM,(718) 882-3060,765 EAST 222ND STREET,BX,10467,MON-FRI,12-1PM
80162,FP,ST. PAUL'S LUTHERAN CHURCH,(718) 822-4535,1891 McGRAW AVENUE,BX,10462,FRI,8-10AM
85741,FP,ST. SIMON STOCK FOOD PANTRY,718-367-1251,2195 VALENTINE AVENUE,BX,10457,FRI,9-10AM
80167,FP,ST. THOMAS AQUINAS FOOD PANTRY,718-589-5235,1900 CROTONA PARKWAY (SIDE OF CHURCH/BASEMENT),BX,10460,WED,10AM-12PM
80015,FP,THE BIBLE CHURCH OF CHRIST,718-293-1928,1358 MORRIS AVENUE,BX,10456,"WED/SUN (2,4)",1-4PM/3-5PM
85056,FPH,THE COMMUNITY FOOD PANTRY,718-960-2262,1363 OGDEN AVE,BX,10452,TUE/THUR/1ST SAT,10AM-1PM/12-3PM/10AM-12PM
85594,FP,THE GAMBIAN YOUTH ORGANIZATION FOOD PANTRY,646-470-6330,214 EAST 181ST STREET,BX,10457,"SUN (,4)",2-5PM
85574,FP,THE KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC,718-884-0700,3067 KINGSBRIDGE TERRACE,BX,10463,"TUE,THUR",11AM-2:30PM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
80137,FP,THE SALVATION ARMY BRONX CITADEL,(718) 665-8472,425 EAST 159TH STREET,BX,10451,TUE,9AM-12PM
81048,SK,THE SALVATION ARMY BRONX CITADEL,(718) 665-8472,425 EAST 159TH STREET,BX,10451,"MON,WED,FRI",1-2PM
80174,FP,THESSALONIA BAPTIST CHURCH,(718) 542-0828,951 REV. JAMES POLITE AVE,BX,10459,TUE,10-11:30AM
81637,FP,THORPE FAMILY RESIDENCE,718-295-2550,406 EAST 184TH STREET,BX,10458,WED,7:30-9:30AM
85283,FP,UNION GROVE BAPTIST CHURCH,347-590-3881,1488 HOE AVENUE,BX,10460,WED,9-11AM
80182,FP,"UNITED BRONX PARENTS, INC.",(718) 991-7100,603 PROSPECT AVENUE,BX,10455,"W,THU,F",11AM-12PM
81319,SKM,"UNITED BRONX PARENTS, INC.",(718) 991-7100,603 PROSPECT AVENUE,BX,10455,MON-FRI,2:30-4PM
85329,FP,"UNITED YES WE CAN, UNIDOS SISE PUEDE, INC",646-321-5045,4327-4331 WHITE PLAINS ROAD,BX,10466,SAT,12-3PM
84129,FP,VINEYARD INTERNATIONAL CHRISTIAN MINISTRIES,718-538-9211,1140 TELLER AVE,BX,10456,SAT,10AM-12PM
81582,FP,"WAY OUT CHURCH MINISTRIES, INC",718-665-8069,520 EAST 148TH STREET,BX,10455,"WED,FRI",9-10:30AM
84438,FP,WHEDCO - FOOD PANTRY,718-839-1100,50 EAST 168TH STREET,BX,10452,WED,9:30-10:30AM
85011,SK,WOODYCREST UNITED METHODIST CHURCH,718-538-7500,89 WEST 166TH STREET,BX,10452,WED,12-1:30PM
85027,FP,WORD OF LIFE CHRISTIAN FELLOWSHIP,718-861-5678,830 UNION AVENUE,BX,10459,SAT,11AM-3PM
81546,FP,ADVENT LUTHERAN CHURCH,212-665-2504,2504 BROADWAY,NY,10025,"SAT (1,3)",10AM-12PM
81523,SK,ADVENT LUTHERAN CHURCH,212-665-2504,2504 BROADWAY,NY,10025,"SAT (2,4)",12-1PM
81727,FP,AFRICAN SERVICES COMMITTEE,212-222-3882 (101),429 WEST 127TH STREET,NY,10027,MON-THUR,10AM-4PM
80667,FP,ANOTHER CHOICE YOUTH AND FAMILY OUTREACH INC,212-369-6643,1765 MADISON AVE,NY,10029,"FRI/SAT (2,4)",10-11AM/10AM-12PM
85156,FP,ANTIOCH OUTREACH MINISTRIES,212-534-5715,41 WEST 124TH STREET,NY,10027,SAT,7:30-11AM
85701,FP,ARTISTS ATHLETES ACTIVISTS INCORPORATED,347-229-8399,110 COLUMBIA STREET,NY,10002,THUR,12:30-3PM
80520,FP,"ASCENSION OUTREACH, INC",(212) 254-8620,12 WEST 11TH STREET,NY,10011,"SAT(1ST,3RD)",8:30-9AM
81353,FP,BETH HARK CHRISTIAN COUNSELING CENTER,(212) 860-1523,1832 MADISON AVE @120 ST,NY,10035,TUE/THUR,12-2PM/11AM - 1PM
84088,SK,BETH HARK CHRISTIAN COUNSELING CENTER,(212) 860-1523,1832 MADISON AVENUE,NY,10035,"WED,THUR",12-2PM
85812,FP,BETHANY BAPTIST CHURCH,212-234-5810,304 WEST 154TH STREET,NY,10039,FRI,12-3PM
82212,FP,BETHEL AME CHURCH,(212) 862-0100,54-60 WEST 132ND STREET,NY,10037,THUR,9:30-11:30AM
82861,FP,BROADWAY COMMUNITY,212-864-6100,601 WEST 114TH STREET,NY,10025,THUR,2-5PM
81251,SK,BROADWAY COMMUNITY,212-864-6100,601 WEST 114TH STREET,NY,10025,"M,TUE,W,F",10-11:30A&12:30-1:30P
84193,FP,CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC,(212) 791-4590,630 ISHAM STREET,NY,10034,SAT,7:30-9AM
81067,FP,CATHEDRAL COMMUNITY CARES,347-376-2848,1047 AMSTERDAM AVENUE,NY,10025,THUR,12-6PM
80801,SK,CATHEDRAL OF ST. JOHN THE DIVINE,212-316-7579,1047 AMSTERDAM AVENUE @ W. 112TH ST.,NY,10025,SUN,10AM-3PM
80841,FP,CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY,212-862-6401,665 WEST 182ND STREET,NY,10033,THUR,10AM-12PM
83883,FP,CCCS - KENNEDY CENTER FOOD PANTRY,212-862-6401,34 WEST 134TH STREET,NY,10037,WED,10AM-1PM
81641,FP,CHAMBERS MEMORIAL BAPTIST CHURCH/LOVE OFFERING,347-600-9820,219 EAST 123RD STREET,NY,10035,WED,9-11AM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
80518,SK,CHRIST CHURCH UNITED METHODIST,(212) 838-3036,524 PARK AVENUE @ 60TH ST.,NY,10065,SUN,4:30-6PM
80519,FP,CHURCH OF THE ANNUNCIATION,(212) 234-1919,88 CONVENT AVE. NEAR 132ND ST.,NY,10027,TUE,2-5PM
85357,FPM,CITY HARVEST MOBILE MARKET - DYCKMAN HOUSES,646-412-0740,177 NAGLE AVENUE,NY,10034,"WED(2),SAT(4)",9:30-11:30AM
85358,FPM,CITY HARVEST MOBILE MARKET - PRINCE HALL,646-412-0740,454 WEST 155TH STREET,NY,10032,"THU(2),SAT(4)",9:30-11:30AM
81451,SKM,COALITION FOR THE HOMELESS,212-776-2002,108 EAST 51ST STREET,NY,10022,MON-SUN,5:30-10PM
80543,FP,COMMUNITY IMPACT,212-854-6310,616 WEST 114TH STREET,NY,10025,"MON,WED,THUR",11AM-2PM
81071,FP,COMMUNITY LEAGUE OF THE HEIGHTS,212-795-4779,508 WEST 159TH STREET,NY,10032,"WED,SAT",9AM-1PM
81249,SKK,CONGREGATION B'NAI JESHURUN,(212) 787-7600,257 WEST 88TH STREET,NY,10024,THUR,12-1PM
80541,FP,CONVENT AVENUE BAPTIST CHURCH,646-698-5102,425 WEST 144TH STREET @ CONVENT AVE,NY,10031,"MON (1,3)",9AM-12PM
80739,FP,CROSSROADS COMMUNITY SERVICES INC,212-378-0229,108 EAST 51ST STREET,NY,10022,THUR,10AM-1PM
80740,SK,CROSSROADS COMMUNITY SERVICES INC,212-378-0229,108 EAST 51ST STREET,NY,10022,"M,W,SUN",7:30AM-8:45AM
80546,FP,DEWITT REFORMED CHURCH,(212) 674-3341,280 RIVINGTON STREET,NY,10002,"SAT(1,3)",10AM-12PM
85473,FP,FAMILY INTEGRATION MINISTRY FOOD PANTRY,347-459-4445,1875 AMSTERDAM AVENUE,NY,10031,THUR,12-2PM
81612,FP,FATHER CREAVIN'S FOOD PANTRY,212-281-2100,276 WEST 151ST STREET,NY,10039,TUE,9-11AM
84451,FP,FOOD BANK FOR NEW YORK CITY,212-566-7855,252 WEST 116TH STREET,NY,10026,"TUE,W/THUR/SAT (1)",9:30A-3:30P/12-6PM/11AM-2PM
80474,SK,FOOD BANK FOR NEW YORK CITY,212-665-8747,252 WEST 116TH STREET,NY,10026,MON-FRI,4-6PM
81589,SK,FRATERNITE NOTRE DAME,212-876-5855,2290 FIRST AVENUE,NY,10035,THUR,11AM-1PM
81980,FP,"FRATERNITE NOTRE DAME, INC",212-876-5855,2290 FIRST AVENUE,NY,10035,FRI,2-5PM
85780,SK,FREE FOOD HARLEM,510-541-9430,37 WEST 119TH STREET,NY,10026,"WED,FRI",5:15-7PM
84245,FP,FRIENDLY HANDS MINISTRY INC,646-370-3978,115 EAST 125TH STREET,NY,10035,WED/THUR,10AM-12PM/10AM-12PM
81501,FPHA,GAY MEN'S HEALTH CRISIS,212-637-1000,307 WEST 38TH STREET,NY,10018,TUE-THUR,11AM-2PM
82798,SK,GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICE CORP.,(212) 883-0680,120 EAST 32ND STREET,NY,10016,MON-SUN,6:30-7:30A/12-1:30P/4-6P
84328,FP,GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICES CORPORATION,212-883-0680,120 EAST 32ND STREET,NY,10016,WED(2),2-3:30PM
84157,FP,HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES,212-749-3656,2139 ADAM CLAYTON POWELL JR. BLVD @ 127TH STREET,NY,10027,FRI,12-2PM
80604,SK,HOLY APOSTLES SOUP KITCHEN,(212) 924-0167,296 NINTH AVENUE @ 28TH ST.,NY,10001,MON-FRI,10:30AM-12:30PM
85547,FP,HOLY APOSTLES SOUP KITCHEN PANTRY,646-998-6105,296 NINTH AVENUE,NY,10001,"TUE,WED,THUR",1:30-3PM
81608,FP,INTERNATIONAL PENTECOSTAL CHURCH,212-568-3531,619 WEST 179TH STREET,NY,10033,TUE/FRI,11:30AM-3:30PM/12-3PM
85088,FP,IRIS HOUSE,646-548-0100,2348 ADAM CLAYTON POWELL JR. BLVD,NY,10030,THUR,10AM-3PM
81977,SK,IRIS HOUSE,646-548-0100,2348 ADAM CLAYTON POWELL JR. BLVD,NY,10030,TUE-FRI,12-1:30PM
87208,FP,ISAACS HOLMES FOOD PANTRY,212-360-7620,415 EAST 93RD STREET,NY,10128,WED,9-11AM
80618,FPK,JEWISH COMMUNITY COUNCIL OF WASHINGTON HGTS,(212) 568-5450,121 BENNETT AVENUE #11A,NY,10033,"WED(1,2,3)",10AM-1PM
85450,FPK,LILLIAN WALD FOOD PANTRY,212-260-2731,12 AVENUE D,NY,10009,"TUE,WED",10AM-2PM
ID,TYPE,PROGRAM,ORG PHONE,DISTADD,STBO,DISTZIP,DAYS,HOURS
80627,FP,LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE,646-672-5200,333 EAST 115TH STREET,NY,10029,WED,9-11:30AM & 1-2:30PM
85826,FP,LOVE WINS NYC (HARLEM),NONE PROVIDED,521 WEST 126TH STREET,NY,10027,WED(4),1-3PM
83923,FP,MACEDONIA CH. ASSEMBLY OF GOD-BREAD OF LIFE FOOD PANTRY,(212) 410-3412,340 EAST 106TH STREET,NY,10029,FRI,9-10:30AM
80649,FP,MCCNY CHARITIES,332-400-7488,446 WEST 36TH STREET,NY,10018,THUR,9-11AM
83699,FP,MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM,(212) 864-1155,201 LENOX AVE,NY,10027,"TUE,WED",10:30-11:30AM
81119,FP,NATIONAL COUNCIL OF JEWISH WOMEN,212-687-5030,241 WEST 72ND STREET,NY,10023,MON,9:30AM-1:30PM
80730,SK,NATIONAL COUNCIL OF JEWISH WOMEN,212-687-5030,241 WEST 72ND STREET,NY,10023,WED/SUN,4:30-5:30PM/11:30AM-12:30PM
85310,FP,NAZARETH HOUSING INC,212-477-7017,206 EAST 4TH STREET,NY,10009,TUE,8:30-10AM
81206,SK,NEW YORK CITY LOVE KITCHEN INC,(212) 942-4204,3816 9TH AVE,NY,10034,MON-FRI,2-4PM
80861,FP,NEW YORK COMMON PANTRY,917-720-9700,8 EAST 109TH STREET,NY,10029,WED-SAT,10AM-2:30PM
80862,SK,NEW YORK COMMON PANTRY,917-720-9700,8 EAST 109TH STREET,NY,10029,MON-FRI,2:30-3:30PM
85811,FP,NUEVO SIGLO CARES (SERVING GOD THROUGH YOU),347-856-8500,213 SHERMAN AVENUE,NY,10034,FRI,2-4PM
80683,FP,OUR LADY OF SORROWS,(212) 673-0900,213 STANTON STREET,NY,10002,"TUE,THUR",8-11AM
80699,FP,PROJECT CREATE - ANTHONY HOUSE,212-663-1596,73 LENOX AVE,NY,10026,WED,10AM-12PM
81169,FP,RAUSCHENBUSCH METRO MINISTRIES INC.,(212) 594-4464,410 WEST 40TH STREET,NY,10018,"SAT(1,2,3,4)",11-11:30AM
80712,FP,RIVERSIDE CHURCH FOOD PANTRY,212-870-6733,91 CLAREMONT AVE @ 120TH STREET,NY,10027,TUE-FRI,9AM-1PM
85602,FP,ROOSEVELT ISLAND DISABLE ASSOCIATION (RIDA),NONE PROVIDED,548A MAIN STREET (ROOSEVELT ISLAND),NY,10044,FRI,4-6PM
81120,SK,SOUP KITCHEN/COMMUNITY LUNCH,212-854-6310,601 WEST 114TH STREET (BASEMENT OF BROADWAY PRE,NY,10025,FRI,12:30-2PM
83311,SK,SOUTHERN BAPTIST CHURCH,(212) 663-6549,12 WEST 108TH STREET,NY,10025,WED,12-1:30PM
80744,FP,ST. CECILIA'S PARISH SERVICES,(212) 348-0488,125 EAST 105TH STREET,NY,10029,WED,9AM-12PM
80745,FP,ST. CHARLES BORROMEO CHURCH,(212) 281-2100,211 WEST 141ST STREET,NY,10030,SAT,9-11:30AM
